inputName,size,available[size],allocated[size][size],max[size][size]
values_99,7,"{5243087786431985573, 3164778163082546342, 515088221820406435, 5565013394770974029, 3339059215434650542, 1247442722691521652, 3388770550089013016","[[914191452773777962, 6257303787077646379, 3729083176487473350, 931203452408003091, 21097271529033340, 6760964021739961102, 7488741162577290316],[2335539987984662167, 4137536351354326839, 8777454646498769200, 1648142483802879123, 8083446339842540790, 6130241931145627238, 1433394768725797997],[7792413655803295449, 3994824761383037929, 2682164522292943122, 7539324229238745292, 4740773558920265249, 322397883049479304, 3074544821734365550],[6003795701691022297, 6721324624111623607, 9092308058542326466, 2921621562433717822, 4451366133303431070, 5886022509332147952, 3528991749493006651],[2181727003920713000, 689411122878591994, 7324358850914202915, 5266943163419792388, 2262114657639849581, 4940802621742894655, 1518938858768411880],[7750555857671432390, 6575179999108723692, 7651042695886694277, 2464744415510004882, 6165480885858522773, 8382157633518688549, 3157697586041769392],[1970932312622195864, 4611791083136207029, 2712863849024463466, 6475971693484968392, 2606202261851098820, 8772464941443944816, 8816775111954270000]]","[[6192919204121057710, 3833451240440672477, 1704660703811569055, 6540859193079342139, 8514868695022515938, 3901301290912720511, 4415028976546236117],[3037453890211822656, 7683542852303178243, 5746788159549845947, 476841944940129357, 3283722352596352941, 4482783519444085524, 5618196500998138024],[4214738780933018413, 2721632041429203800, 4525034696997736012, 8728489718718951026, 8721209532597518574, 4320512106191080395, 7616436011553315078],[8398113142751063060, 7936978237447394698, 3339097599813131680, 2718601811852052729, 2666893818780115305, 2093586050069149148, 4291161112790164421],[3603419798655501187, 7294967594832337420, 6831092579104705907, 2047779668091769249, 2151035889845424064, 1217213989437566708, 4702165047271291987],[9065188230858171189, 7727254055613937459, 4791304005956429515, 7036354876670386356, 5150097100069187230, 1948523247945257789, 6056351626315593908],[4070058734030305724, 5529184882508534616, 5157614211848704372, 3623830506107804267, 205939712207366282, 5904688067653794448, 5040965345545928913]]"
values_96,7,"{1531659557229635199, 3523403066307520419, 5022281944952867853, 4969036598688132732, 8670054465732160997, 1645927708144750335, 5557482597299687743","[[6542477616525396821, 6613675098381057004, 840176607394591061, 3177269811740565307, 9067219614152044502, 9112408498140155878, 5694479431493292458],[8682460562403350716, 7049039534748180629, 1671818364361984422, 1568747510251586311, 3711107963828819486, 7678255193779915975, 2045901525815616541],[1574331944119270744, 8943575663166747388, 7544046669387220137, 2925565693391309381, 6964332730697372872, 3765699154132507334, 6083204829711409392],[1639194465923326687, 151977511428751157, 5116872582869493054, 2005747938462908505, 4098196982509067474, 647218126016160477, 6295403728737420864],[3045646410693287338, 1738812519048615379, 1612321247194953757, 8666997194318732358, 768771071838691066, 5929316781892717687, 6233176360286821074],[3473260008336818018, 7032458050195825974, 3452537113851044934, 956508916415129495, 301771098354666616, 2709481270591898296, 8844597361474443860],[5488554653140511208, 6629600874668781243, 4731975037734176284, 5410375632306727476, 9018047152071560716, 7135581978117127065, 5002645352723062015]]","[[8249868269173006788, 8905720311324196069, 6416038824974180064, 3661343214907130575, 2243551429549041961, 99060777026960973, 8987370130918445982],[636542989446259791, 4060350855902119236, 4250740763544955620, 9192466717640630531, 1664478425305531787, 255040842383383663, 3714687842345985449],[2129407367303674012, 6504385149458331197, 8479820968926308132, 492994393891904047, 5155673198495138375, 7163483152445666212, 3194977907637303523],[3530900967959663893, 2637605548847400715, 7775192244052316266, 3714355177041922801, 5171775118867674249, 3670279570325633442, 6658814135101383064],[4579929528522260152, 6425370040224470407, 2513369544424654392, 3152213947957292111, 7316489170198327537, 8224250230540541528, 5522380435596780114],[4023342172992982254, 5974774140074423605, 5242599428938825111, 9016758439881234009, 1665594134244286975, 2415221036021180860, 6451386528425465420],[2119454075787616771, 1192802312935450236, 5515645438283086803, 7398893351638026598, 8295968974193679250, 5069645788570168541, 7836115433762150194]]"
values_67,8,"{8745648640854339773, 6909318075561001288, 8380326951549589882, 4764182779525194913, 3799538745629900504, 778618044152831313, 1938622502422605641, 1366454163798733384","[[5253513691706988946, 7938953479373011937, 5978657874845086716, 4815381237494760712, 991918558236524961, 2264656232065508472, 8794936915484824626, 2482341881641906134],[7362959607751402211, 3791749599004888936, 9181420272726312949, 1971727465245829729, 629232025344090733, 7555423998745813604, 685656819620785388, 8445334063779300778],[4480189627780946485, 3564666649378127867, 3557982274748450320, 981900064910559984, 7685193715095206275, 4282946468451171365, 7026988833248656436, 7648509896855414591],[8199891484597917669, 6993371115299563847, 5652658746152270408, 8641074656370716492, 2700090889694306824, 2292193362471130063, 2858423746691343593, 497458164172637133],[3438657867342052261, 627176447782048993, 1135417442148008314, 3384209822587179500, 1078770832427130667, 7428982409431927958, 7933278631069664325, 8769873813105758973],[1607607999743820922, 1675632140904554696, 3474095171520995388, 6963044928231095697, 4314054129777822097, 313255007305030829, 4292528790743378288, 5850682414909810490],[1090047952094636658, 636617801866419334, 5634408947247079923, 6209416334542378052, 7699383489190753402, 410310771764016098, 6279620467870092048, 2903893662622589396],[6489914875824343295, 7094039752051476614, 7074075273144908422, 2261545343401008275, 4073941148322442217, 3065508704013161833, 703724273017706143, 1343681660767531700]]","[[7551592826365337603, 8821980511349586475, 3138069497174694937, 659406770263210178, 3027583076522966054, 7734291961577738291, 4756254002219464541, 7126841978044961332],[348268844637947818, 6501937334213602419, 6828441050920562739, 3651352568785582759, 6426321314699037851, 1842129615297264661, 5540290552115306070, 3698493584447166479],[3537350906240350143, 3288044083494606882, 9027527713172560686, 8771904099405729620, 6107183597782079530, 8995912304274494966, 5242443374655488911, 8898626777357613953],[3941157601740529927, 1457401274873788606, 6422463435738661429, 7412493765188357144, 5053885190765920268, 6524632723228518907, 3319974685228209342, 7524752780425714087],[2990210433147976149, 1495410678786933274, 8169142175851280400, 8597981337506545566, 527328637375688358, 5530873910049779490, 2750427170331851646, 737386575781426401],[5490431524560909529, 1159869899553815734, 483797720034242472, 4146587012926996684, 7007835274166138975, 255014490173533246, 6365444811650227237, 8261790076670054896],[4611607328339190958, 596859422095680236, 9015923786565983269, 2378498210366315951, 4548515000169836960, 8184582766327929052, 4497673025222627785, 8243719571724668705],[6560859498558859939, 1276339548325844127, 3692751327283756341, 4218420687244844651, 790098564733200526, 6863845608376706727, 3844610746955449723, 5179791718192470558]]"
values_61,7,"{7833952432355546316, 482905449442910211, 8750132187821276641, 2895113297652965570, 5103552599666979897, 7272818453834158292, 3789154228585083260","[[568744471024137415, 6207804716572649027, 9190013727129318506, 4927795279015323682, 7054654289791906140, 4364382967922515575, 1429792694368978629],[2077202438780419120, 5382391971870138601, 7696677886214482388, 8321813683728654546, 4289822020707161780, 7578070634855340320, 1750889176313858558],[3290557319060582914, 6103238317227908516, 1321543441761491874, 1037531534493355355, 1090517164792246898, 653452834729687982, 7305809412777363661],[4608907372061189182, 1683635297264946955, 4073537674884363680, 6616968891135266628, 3115288368935926172, 2413068474984065207, 1975352003770917147],[3490861695389344380, 5023459600460685084, 4927934838800954581, 8183752952839669777, 2837706424663376974, 4739356911628707156, 8085846921144855906],[2772881147161568057, 7761534637428307634, 6757710731115134480, 979891017936830781, 7860655559125032263, 3105093883802456970, 7133266698039311313],[6386867763912620726, 2865612054932623300, 7494154552672345593, 3161265258825865812, 8821668551731148419, 6382946634848833810, 808270926227064918]]","[[5548695464298511534, 5430948387720196866, 3418747402053241534, 4211294677664052237, 7656946855761380607, 245960767475453647, 6315727150608294285],[990098992704412462, 8610656008953970572, 1615736737982833855, 7377903250432089755, 1831116721427425796, 6118413733310005979, 6114415319302360353],[1524100334072466673, 3054802498323036186, 6298114197032371808, 8717010489244098892, 3534143565006821025, 5044159178857180280, 28304407738581000],[1866365503614412618, 4052670236973955907, 4069987449644306693, 2736258094163801157, 2806734472395275542, 2632800182777397386, 3290558972117555819],[4401318203656067123, 6458887836596668302, 615427974823847418, 6783818302607790273, 194476277020550799, 3151069772863422867, 865978516658212691],[800284311172739083, 8811097092475084189, 5296375404606696268, 2158551070630451492, 753731391940393565, 7229053156150456429, 7573072284670437912],[9100200235770807952, 3455550946737244311, 7840861209036354441, 2819856313384664341, 184774046284011771, 3435625252725423138, 2639581725522528475]]"
values_43,4,"{4667103690139771394, 3477859394210104898, 7118743350637960440, 3794828231242851255","[[5200599681753965781, 4827751728870007289, 3766758734983478956, 6114018379882750442],[1659078483004815919, 1342766509455311625, 50837744267629165, 5862058890411301072],[5728543231508877833, 3020273295148074887, 5118638153960974550, 1094025993853889147],[1117506460269665256, 6816091975680389196, 8056254806847960169, 6347152341764514510]]","[[2305550964585241118, 5353344389558627578, 2466902504512245447, 527550425094327572],[5620001763368048785, 612318352183760852, 227749006027493164, 5825293769017515398],[4563612964198693171, 6583723084038717338, 2126501730218773822, 2278651411082266355],[3466390214782722311, 6484007989890197079, 8077664188658107421, 8851250815149676308]]"
values_2,2,"{5384632674774040276, 3916776503337594665","[[2384720126211712059, 3570791881306243884],[2876366012980332135, 185616925479755188]]","[[1409446376168297616, 2231997862192807859],[1789224427279190712, 6159015988179464034]]"
values_54,8,"{6475526708473126161, 97891696514852965, 4752783747395527858, 524238469112399399, 8514082260025196231, 859343735625661779, 815460975680793563, 6934992247528129116","[[6792862820658543131, 4033170673183655091, 1955496692405046393, 5468254060065393682, 6210183682048712447, 1819995980101981634, 5724178498873193905, 3844215150284445367],[437797659616829197, 3815113392530852420, 1666472019957743038, 2971555960924278592, 6420713040179802488, 8027094006522801980, 2874906534749539164, 8766368788659635955],[6929241411743573607, 2556860142779669499, 2063717615126170125, 5330481803118139615, 5448311282313083484, 1449102060048617106, 5446975125083910002, 7102468188926716962],[4815069321196674037, 7632937858029801386, 1419494643678706651, 4369965743119389980, 2623417373464793336, 6325643339148270655, 2031240169718199474, 8719695639659676000],[6323471675568784322, 2761758094685046263, 4631132492527755161, 6888691366333073857, 1847017379895698206, 4421132493179088289, 5972331203327886119, 6922145957806490551],[8899530379522313626, 3440655228980050962, 770502681540312621, 7385116941692470883, 9067905406698424335, 8852654560422470346, 5475549708999431711, 1785620723143915686],[8286392793914004325, 3553320863893068677, 7596227331206388320, 4751476946001795545, 5027747477549036752, 1173891117874255401, 7220954788502818147, 5378405907195154965],[3616265125269583140, 5862284158121552090, 1697593583923578687, 5316213690336759124, 8732315189911920811, 1765040622517021580, 4039327363408521753, 4185899884026252035]]","[[1052288231535679863, 1686601895350915712, 5956025073370004096, 8567527670588937589, 1602610506691643187, 3180693484852723927, 7152810144290389929, 7690403898503493508],[3708627572349577759, 1180973514797195148, 1805734367344050205, 7565497579896681788, 7438524158786741604, 4506871211447589176, 4880040728214397934, 8042330433106187151],[6539509393556299866, 3909640216172251108, 444953845121904974, 2182556362967577262, 6402583897262716514, 6320503240295249112, 7777681452770251588, 6466378519179946492],[5091669603282917049, 1468353778463797029, 8149881246097930130, 766660201358078445, 8567711709953825305, 6704007958533284380, 7163385838781992797, 6491421097420618804],[4706608395668502935, 6508619519347014523, 4953020606615131608, 5812938624044379826, 8997602004398957866, 9041207942967584365, 9145732568871538543, 6749244242131499369],[3023653120448821389, 869179004371647663, 5807110736138539517, 346149257304623865, 6190796750447056441, 4927305260989092121, 2473052055105133022, 4837035551628784991],[5187624041420971912, 8798723322995368090, 4375632689749521401, 8122538723562703546, 1824513026454376988, 32578657193096987, 4328312614976978838, 121740672285795470],[1075471707199066524, 3902556827963453118, 473404525042505048, 5885405431551587527, 4085956376456124643, 6175470294587252593, 1340544238277060390, 8659092525556632750]]"
values_30,2,"{3654921802640859479, 4564632248169433820","[[1686054737560073356, 8172877054707355852],[825807299561877104, 3314274830025593665]]","[[1514177017264051396, 8400874532239757177],[5244699366123592796, 3946160216951177451]]"
values_59,4,"{262977628437826148, 3849697671770272702, 460478633335523918, 4936798720044382469","[[3318519686679957415, 8085771703700868406, 2254870348795266309, 5771291319510554934],[1711694893035963551, 584257936670631709, 6717370346864214398, 8882594333847448896],[5212431339196129462, 1282023260265566828, 3413394463822567016, 2608688647162227341],[5814999777814026840, 7878086741738323784, 6407410005174857411, 190860374343059238]]","[[3327065547518106905, 2379428237140684219, 2090685537841733818, 878080715709775055],[3001534191552639159, 5886128813462386846, 2815895323213520562, 7967697304846755527],[1375208927948494585, 4827941130267867151, 7315457316557716807, 6713689835433632925],[6421846743149055061, 3710991030212731058, 8510098665092969267, 1876148382589434867]]"
values_85,5,"{3014063250385667796, 6320220317985664445, 595864496273998316, 6777951591568099887, 8377959809638729105","[[1077678805599238441, 8428817274638854065, 3045877781182988214, 5420948983865977157, 7965566574409330922],[1521945405316890363, 2633115039007451989, 6482280398177282472, 4793047819858758000, 641893439267704592],[2290957381365842500, 1545328031050708008, 9089143301704857043, 5483259200821717760, 5145351633676374142],[4041955713450601571, 5483485382525924015, 4869081238286299520, 5864290068884824104, 6997434225521436621],[1317574726024817842, 5224330109013151183, 4636416755434659516, 2693620652030256140, 8348216525990363873]]","[[8417663551563464215, 5211690760407654540, 2549393642515335697, 4733404936876655273, 8345488175653096771],[4478723641078640834, 2062422448587340732, 6633629713291093866, 3462191274551243684, 1895975453499843503],[6295407123583000787, 5889222788563101596, 1585663986106738900, 5218398322546594255, 8449030046704121756],[3907451381085688201, 8814280396965613940, 795139166223417937, 3654668533644932345, 2759777295092358535],[5055188111143851914, 6771787860077586015, 5982603178526791011, 1882455449458550925, 6158746470362978067]]"
values_74,8,"{5035550101758931323, 8141111757513252240, 1305949275210607696, 9162760086706921710, 7831284163055202534, 8673575912596290744, 5038103144202311751, 8074962677990250914","[[1612179836697633580, 6221419202239865707, 8933296571359791725, 8325764975742565860, 5098769690941841743, 3041250072445946725, 8945581545266747491, 71443056111728906],[5432169213745089797, 2818550946866350741, 7706179297689353515, 8836593782518182163, 3710223320660768051, 7453793050271970953, 5817743658965373366, 544581362880114635],[4466468826951498731, 997139719438727806, 6183392324105172828, 5044367879838830918, 3503150552945815770, 1273999078001383901, 421667435466235448, 7088252013101699539],[385232090610229196, 1205687118959920638, 8959979278103322863, 2482000425227082371, 3166315470922664489, 7973637245791558652, 7223551456835708580, 3769348622094659215],[9096637754045113028, 4708618376934292472, 2441640031984889668, 5405582849437292027, 4386610244900338222, 7355260548440386187, 5982872510180112142, 6293569020287797219],[7129709982547672614, 7304514614147188911, 8411732666201813783, 8584137417390136508, 7043037754962931294, 8205227029428331354, 4997188531610859184, 1999762891935654181],[3999658316851897518, 1286805809333162364, 3210991175487505734, 1430982695873452157, 8436497388803427916, 43458145622477321, 837840811784196083, 6978916281774427165],[8286027126993685215, 976221842852292483, 778791784997890118, 2967032528973383710, 6110714024892753216, 5673936432172387636, 365306181494914180, 16055766334022349]]","[[8991693291145944706, 5444118551877537482, 183559853311556619, 1032525269947731048, 583615595896485830, 2846659954411870893, 7247668150501972573, 1468677536365964918],[6079988356105634357, 3515087552210867664, 2083066395832959985, 4803663754549596321, 1176858248247188259, 3076990310369990948, 607837311667951917, 7179578203099335545],[7842796552153477296, 7859215670123419124, 8441630639797024743, 8972403219344734217, 4048618372626807108, 6275682561999267326, 1624839831739089426, 8126143920704453554],[3952506860222558760, 7333723503123970343, 5101609156211196872, 868858351396770576, 6265305854518496153, 5309228824112363725, 5853203735651581602, 6513602777004049567],[7649781646593463826, 8838532245051970567, 5777020734408594712, 8851246277793139052, 7808249083902483509, 1773380541690647511, 5872262843110797180, 5432028114765517343],[493678569329070934, 1492187642739110446, 3668430380777581300, 2872109316612407639, 6118180155918634538, 7836260145530593990, 2993537625479971941, 2202670483565201539],[1626234189675094798, 3355231357941659803, 5625659127384402472, 4938187417927247116, 2662343889466389006, 4824577011803404151, 2378485485364092787, 5697040767010939152],[640621777360435053, 3044320266379445221, 6362600809620933966, 2338381970862779398, 2765646192390802770, 8576911108264166104, 90716888361627471, 210748715835990033]]"
values_90,6,"{2754578251178762347, 2308968205465875394, 8227746607637740668, 8110571043335679747, 1296944843721194785, 3276439919625054485","[[8452712553382097582, 1740867283475901658, 4786993340089153139, 1896670948457240340, 4490670359290062832, 7932916552321001478],[9138089377720767068, 7567277175408614797, 3187895192982447909, 7489492331833892140, 2075154613185734035, 6967495775049372639],[4251403075028237492, 1353129819873392713, 2034684635100616420, 5835745853433400405, 3727449894630269982, 3967595036666322115],[1758557477221447351, 3109398992971830300, 3210317311276949911, 5663751894731064976, 2608513467679450064, 2613054108810546232],[7222561346591116046, 3613529642114022335, 4278664333134836896, 3513121694716936733, 2093844978318566571, 5217157713496817278],[2371644479341272113, 2256860726281892620, 3547073539932787420, 8213571562141789004, 2124247287000915834, 5972736887922826288]]","[[7767321883863770518, 230488959875791450, 1302887383307976025, 5422741530276442570, 2163379537833461238, 2049151206518554350],[4492011124235884229, 1077382937979610303, 980412473181376192, 7484458174575890238, 5220494402416101963, 5738389869246299123],[7891610997540398765, 912986606243857303, 5409223077347866562, 522963389449813189, 5570466113129377697, 1391192353585117166],[311947113159446003, 5846172597060580548, 8110320954224703362, 201433884640816889, 5295050770159685247, 7268070270205121930],[6807459577431989670, 948309263280841718, 6501960409676233648, 5075667787126185041, 5171393588003344298, 4864750928818614597],[8409549436133095997, 4792200115479264047, 5364818817080953281, 8827547880180983889, 4735778652360635061, 1250748184428707379]]"
values_18,7,"{4743571970822241283, 3543956140124377980, 7170400049574958469, 5618351599952911520, 542919834721548689, 6767546031210307523, 6621211977017186216","[[876501217621990953, 5576163852637662694, 5874857756148481036, 6668598395340918312, 2875575205298808726, 2793573025239274867, 775443292888546959],[8106306048090795693, 2464821888536898628, 6643088647810906793, 5738468729338096011, 7400140757597145185, 1028269027914834310, 3592283765134121358],[3297284978350934529, 1551818964545269559, 830420624359125685, 4396989720219542492, 6729117551313094619, 3073442712980188929, 6257602502954629380],[7365271182106429165, 2468036681784609673, 3173627086743061684, 5979892825789064047, 5865326936694618914, 1562808314922483379, 8548413716938569503],[701038491466420704, 5431199352992938491, 6336448266344050928, 1991908513559260850, 4262332908240632416, 148142536363150140, 222494345927551135],[4714921179253832946, 3611664573913923707, 7452848829129480771, 6114199312473822877, 2674956078983937052, 1439857938846624434, 3105915411437599836],[3520151111689317597, 6700931238037368998, 6919224512099788702, 8269732584425661726, 6047284015840484284, 240944352000549508, 7781029906606252495]]","[[3735327950211880155, 7209400615638199608, 80381633602226476, 3521951542330580505, 3393420915381178642, 909308552624217726, 6490171105920682011],[1232889661653280296, 5956643704551008488, 7384512267210113947, 4966750523570324348, 5567925654100798318, 4932001490183695444, 1163358779932321962],[714650060527595168, 2818458838402892869, 3908699998803426517, 6309345012055516486, 3153773509433854044, 1901194429766589946, 614727238575977519],[3662607792536044739, 5241889557007348882, 5754927208843961905, 783944382254048339, 6258178089733772705, 480720737924316937, 8788050462092641206],[1734623286768998901, 8101971333157942903, 8465891798797557660, 8064836417585545414, 8965484930359331215, 2805078910399469652, 1679584733593997702],[8287015914680083039, 4799674309837246997, 1531624293207112084, 8911192504615710041, 6276798557223086678, 3803409639657887940, 5465537344170722766],[6917426217895284126, 4992160474763710155, 8918427859369972216, 5246262660558777469, 3904556627886101328, 2801175320780076598, 3767153133315043116]]"
values_52,4,"{2819835798190555927, 4433956703430519151, 8208366035607823175, 8931594482528852666","[[8895490505794174834, 8889640053581156492, 2739864261919341349, 3117786456866716940],[2226502595495081318, 4889267891186138344, 6197334416205241032, 7012421103090140846],[5929737314485392138, 6510181833888433457, 3716572679017599913, 9196451356040850184],[8630312025823578118, 8187349415158709692, 3473347800119720475, 3170922281251227931]]","[[7305102636825770921, 408223839641162547, 3405178617371841441, 3643475886104467675],[3311762283380004667, 6485328174653873957, 11709788999242937, 5643438408352573073],[674826897371213891, 6515836840472178352, 8481528959529666822, 4140633861149659477],[1946119951256119690, 279757465670209261, 3272973333935947167, 4355503332908513779]]"
values_44,6,"{3148445917776018062, 4580015594138302534, 5504483901797242316, 5487726957689168646, 4253027959821860611, 7521972406808349634","[[3560058707212600961, 9084762706475965428, 1992583286345829711, 4785978656859803082, 3165555563437242980, 6123313425200545084],[5719475511139306033, 267554226906425294, 778331190578741393, 981100833327123280, 7900948418360108931, 5024009676822648201],[7532230644126808547, 8851585502939762232, 3451957165863049432, 4777304759930132707, 3150233142679672937, 7419090454109624830],[4463863330906885299, 2106969745905357255, 6887593531123095221, 8399576930712612332, 1316205356818553676, 6529723549412679355],[2649256035037140901, 1756782729194244923, 3946335362867513176, 772306115990615563, 1169902580330839555, 329238184822330568],[4110494215975573144, 7156539091228876268, 5888970206678911164, 2253647281122795885, 7177751622822368292, 4369787695042083784]]","[[6937593363242228648, 1189297682112716121, 4254829378990501257, 8047364358315158295, 868601506100351657, 4144388461991842966],[735508327259331427, 8779222323416578533, 1638584511054389073, 8002802621137904452, 4916214860307543444, 2280098809136170261],[1070114713219244657, 2102855586338064083, 1509865338659895337, 2959654071626960062, 8299060134529338202, 6051086883120337878],[2920307215833056509, 7025265991906660505, 7992583335199746597, 6293281014781891548, 9147153344234694126, 4006943548369817357],[5235590709121046374, 7339286523376058713, 2851585297376814684, 6283020836416575102, 6587092417665207874, 8413158886118064036],[927155712497859781, 1897146785410105193, 5181250792848677797, 5018882819372858547, 4994245786803234298, 3060334684669277502]]"
values_17,8,"{5258722193258079812, 1278415267282083327, 2647055960797415267, 6689719427064678945, 2860032041280991777, 2659707894877786048, 6728961696783512110, 988964429446360858","[[4081522737961900370, 5722302246702756304, 6373856109681794504, 4992795045216258309, 1895499310769852144, 5799019198802511834, 280838691010315985, 1894687316747464944],[4277430672740263044, 8406742539561758773, 4792893544129076817, 6691683682714484919, 4597611893513228754, 4056369920940504552, 4909984579228889161, 4266008295851953911],[5849224408107288372, 2537179915761609571, 6684616258586447337, 244620484206270191, 5893350923554765407, 7876548625053128115, 2422657084203857055, 2173405740957880398],[3773594438439303052, 8515162505764862997, 7200391439301132683, 4537681298562775312, 1631788052586457597, 3416429662377104617, 580382045656039650, 7063622390780485189],[6194715202522607598, 3868159297189996026, 180120313784229347, 3146365608660126600, 1072443278348779538, 1815955985802026827, 2807369152426421847, 235481593185733296],[1381331128663264669, 7907634792684767314, 4310310144523979874, 5176915297092083945, 6219590368765806281, 584577532860500286, 5481310977005345846, 7460099993480065024],[7934453053381040898, 5003720399153254284, 2193360045015450805, 5147466828522796586, 5027300217401176539, 4233854606900076468, 4138808401885291681, 2001653090515889259],[1485996894855083842, 7794530396965779098, 8794982307307859842, 3599156821166897899, 940502166346397917, 3670713996863674313, 7058426463229540115, 8024024293812940166]]","[[4977109563524153196, 8068669346487539738, 5647373504243072800, 6412793980087837847, 2589242416195762457, 536587588129089195, 8352151327656140187, 4342113382632993822],[3258440383225904046, 2064480172287622625, 8879688185036318292, 7555525332512753100, 2491152957001901192, 4183491208700727225, 3943814722134350473, 4210742732824969105],[346303461359943959, 7734009083411720639, 5380434328288490534, 2671914515376601205, 7854388468126220130, 2017021904769383401, 9184057392283335634, 6923748636025888235],[4638271126165638494, 3149501622053060779, 5552501922192090154, 1566293554506415277, 709285578534900905, 4445497688396653466, 2244089505902127059, 5866418319655493467],[8639838954647388492, 5425557429232207577, 3625640041438224162, 6712309135253231357, 9101861521429887937, 4798773165673202498, 8740184875192448801, 8980295422658294387],[7066178783269271398, 8465566357250414625, 271292390700624361, 4030781397177498958, 7541640081368572242, 4273567469565626345, 3099510768034693798, 7428533841071300885],[4224815818723680130, 2908761604542933998, 1463306344265803372, 2839896483617000142, 3721500399069494722, 4169016180000111681, 3873944729395944746, 6403937175537043705],[4553470127704430885, 2083316648106807546, 2079588820271440608, 8494813373801763636, 4610740724069414853, 5167525282097265661, 8777468318428529006, 8897481710946790712]]"
values_36,7,"{1288640138322445807, 1732309024051541428, 1912640229806311874, 6041335959046214239, 1394613966009418951, 6814656910003926263, 4736380906012419902","[[3924612367414433797, 1423872646509910976, 7674531875853146842, 5608879920613033215, 7776420387376203303, 6383002962342065047, 3544403076562329451],[2027835030778907084, 2497836810924299038, 1242582484354526070, 2276081511818320295, 1094102781231962390, 4036119496420745605, 4521260846221615863],[3646107172473729227, 3726691606304174010, 6668293077711370769, 6073093917734622764, 2288850916898484818, 8694451182226060043, 7317964581302457314],[5553019380880454792, 699418538747872783, 2301368600876364917, 8642243076617312338, 3144605540614497075, 947450862937490845, 3389405222447110700],[5409853268329059674, 3905127678623341074, 5176791852276793601, 298906281769233235, 7529587640898048387, 4783217722310535206, 5710756784476738229],[505976905501247583, 2122926097192769881, 7639972126047397623, 8566753898956346185, 897899124105489726, 2355560312049728570, 8768040323851134184],[3121450595785008185, 5604501727191011329, 4306415022774792190, 2866123192463595220, 8857336890921163988, 7773220902309927296, 8481084983029904635]]","[[2712061947117089239, 3290464933086973654, 714992473762841917, 3436703775074074163, 6331699352071169557, 275912239398438605, 9061524851179460030],[6696747728185141426, 8762123167819359960, 7186755587038253215, 4865366440462439746, 4023220628173933, 28983500935698685, 795641290219808804],[3926101938784849726, 6997679284889845200, 307768912507088195, 4056682752919968905, 4110268187695831218, 3269704592731556714, 5209807506907416162],[4972291978163993207, 6610074586233462821, 6510784604917044895, 1476187533975431738, 369081013503818786, 1773972342000127621, 3372887335025573763],[2780631907030577725, 4068371066815092487, 693177676259092042, 8691532083468641692, 3238442427103969452, 5948712543550196769, 5386027666858633875],[1551342878360420252, 5678436572730434234, 2286083630144427474, 8908820379148735743, 3163918237196561142, 2362369200910286623, 6126726716914581521],[3393098443213988011, 5449289755878179283, 7895127520878983326, 5630198198427831537, 4263673661237383985, 7157829556137142483, 8235510346118018010]]"
values_49,7,"{5196199983992876612, 4691333477168503388, 7847431551462671515, 6552336912105311379, 5950023900764992327, 3671087180313432711, 9215962425944138465","[[1980392602300927648, 5790916834158634504, 8314606560395537365, 2632115569740509464, 2480365565295460283, 6812833663046226252, 1789494985843673888],[2028499658009443857, 4067742906723615771, 5797023459745441214, 7197116798036323626, 4141392078613137100, 1846707707374666995, 886330890025568124],[9118880377274702877, 2080712846565711262, 3395927106268932181, 6475009421342590192, 1602860723813727673, 2416891773117198609, 9062783480206601140],[934087567983450518, 1499662555967529218, 4836846653815950217, 2633469722006380679, 5443118055621003023, 2974228845614735320, 1160963128621652412],[8362895702632369209, 8023525485061502734, 250425922251296575, 8776743564977069799, 7904723161586877667, 1184140536544129236, 6755748654563338450],[7087288993392653578, 8194963653084536028, 8441058648839125823, 4023133828579167630, 1322301869066791553, 4882910463531359958, 6246369767846753457],[8456912547808303291, 4951539460443885404, 7104366218499136828, 9165217280709584755, 3538043861603767117, 6980738506875873446, 3651755443802441215]]","[[8657460699423326016, 3860833487413536125, 2439633433008068273, 1170924826029605749, 2625938539022486312, 3506861325680752647, 147666058521471084],[3211061447822730576, 499178988856278097, 1556422157825699318, 7442361253999808130, 1609266059263006783, 1555042201081814127, 8175263914143989046],[5384064899144435395, 6184496285463862981, 334771410316519245, 5861244541834892653, 6980721297243938673, 8851218391166283292, 1608113085196877262],[641755893527340639, 598996316173273323, 854479658473629278, 326636658226046600, 8227034108301650041, 2605004414359631813, 2457637703417654074],[3752545950181419851, 8336115727985060815, 7166680687362449743, 3356754758993675515, 1203184321975255544, 4975535829697709765, 8637417040521932564],[4106680521767989164, 3989112587941977957, 2913889685787905707, 60761718524852192, 7592463042115828581, 4634416042255187705, 3807180931991370326],[5080385173524337855, 7700304145337642621, 1775375642730568452, 6612034112751599929, 1022374696385452505, 6147937747038879274, 6455258251251783151]]"
