inputName,size,available[size],allocated[size][size],max[size][size]
values_31,6,"{7164145709637744302, 839904707712244636, 2453181977397190126, 5997281723561597381, 1102731193831747878, 3718069969819613356","[[5456383745029089136, 2867070868041764319, 8422171292483594139, 9116894675820750390, 1469929728780472290, 8661614015582917442],[7756731456307474374, 8142562370249134217, 6377206706556444741, 4942721588923564766, 4640362348868315231, 7021220054151976231],[4275900823860312003, 4234251422437176405, 5375894550646652424, 4832436045042749996, 3203009835927011489, 2653919231228248357],[7433208919977740079, 9137208743686677239, 211210516130195709, 3090377696094684016, 9222844081864014230, 8026998269657150333],[2378514030545082267, 6574953896797980797, 3261377332939724544, 5737340265303569043, 4892202151005097150, 7279365625007883437],[6740657813105588628, 4019892973147558489, 1883819832837028659, 5857958302789023234, 4684929945794209902, 7138590430353892775]]","[[353928952732356271, 2191698450951718572, 7093027388069438528, 6898836948579841827, 3102593918996860739, 1469728322533383260],[794228010585640954, 1914500472555286633, 6612405499133969238, 2317178148351611127, 5740612064829158405, 7870343176270220823],[8944814106667204741, 5786141081241344762, 5787343997853051617, 5159266408381413496, 8812113624558943714, 311152706847203333],[6877984139002899321, 2941299494644470855, 4683440848707368839, 3959734328386891528, 1958357460878808882, 4780507653915496071],[7131863505564035554, 1198500535516405611, 3496873550947029342, 2201843517987726369, 4021208311434214625, 1506862163963184052],[6967291712835487466, 2840002593363460552, 7543088770677204400, 903209516419622526, 379096747560436934, 6670167820781865602]]"
values_66,5,"{3360431889836453986, 9121139335373894197, 5012760835249369223, 4097198935424218168, 1864682842282170562","[[8133961699208652699, 4846401342688011073, 9090051502312006199, 3444849505629384263, 2823818186375897398],[8683293705306888312, 7326480339700015164, 5837578470602430680, 7799546141052187575, 4266493838074858225],[7081826799338886055, 7282675600626599609, 7669334379339322939, 349149742884587361, 6044956462773230582],[4816073985234952458, 7683739515167871399, 2077495920959765712, 6412179514151938226, 1952265319586766188],[1935861159398135569, 4457356139382594084, 1106216426966927776, 928784102027298852, 3826091761175095795]]","[[1994622467835481353, 98126540412090776, 7979587459712628338, 7220032848736816938, 6710677435980457393],[8344224916895277972, 2103632308427627907, 7568657933278291349, 3592385940090053013, 6458311569838228328],[6396528736512753111, 7964037416012914587, 1186203404051178253, 4068009568801379801, 7981632020863177238],[2097319130272648486, 4439891298616686330, 3242523856027059546, 4697005686739315549, 3720671408923154197],[7381210270812237179, 7560785660172786590, 7843118433126176053, 5659441462169621472, 3168211614140873842]]"
values_65,6,"{6436878927704674684, 2947046486021287006, 6731078815582883816, 5915823369246912929, 3013131788812380480, 7776633984443443897","[[7998543834598098948, 2743885959086142194, 7214509871843548791, 4169513480223048409, 3819753287325985772, 614700712452118515],[3484000857364979074, 6503504699091224612, 1289843243058917552, 856734848427262841, 5819781176929335116, 8149283423653954359],[3704534792236366802, 5644853828166544413, 7612538387264992223, 8889752598228089324, 6702805346552232608, 6249676095087027933],[1283676188601762305, 7878456632130179253, 3001222689450795112, 6610363343322915418, 7200139948231488187, 3826011073804470278],[7268683294190883752, 6309120144299910551, 1174550910854278513, 6310610026757571729, 7382226404359236622, 5605174442257977556],[1231661874166098376, 7190965070798394808, 363860588665607111, 8856920538554972743, 8953335877981759715, 933085061392844698]]","[[3175720552331179975, 2317589581970393704, 4666480428923862070, 826262587958924122, 1298250242794863925, 867457770216657390],[7782492937534059074, 8827068208221059854, 7101364258851389434, 7158777347362178282, 1888132300953393170, 2102693278358289058],[5780837214076445112, 530381194181532808, 8813626772109688541, 1184607657127214324, 7373096690385891460, 6802772445485876614],[3643179930752445506, 5417000690942200699, 5805940607584948070, 5740016271982055907, 8873683467467524407, 7323982641103626945],[4297631766444266365, 6594696016321999433, 8878704249356184925, 8505067689191165368, 1947601198746026937, 6981287978950460395],[1687338321270512297, 5799656368311971067, 6346041160104201396, 6063390046095761988, 8614037023617500972, 8399706341704081740]]"
values_62,4,"{1384097579205926339, 872571551083964650, 6485362460997327712, 4744604425584904889","[[7614584488111451804, 6286176109129731581, 7740060254383232061, 6888550039789581391],[7571622167184754323, 3075540200243811453, 7550511837623851950, 771611710492349212],[2005383277378922548, 8843459298901446980, 2711894082855126118, 4053312498980879651],[4290179562789966909, 6261883396750481849, 8321798995192673388, 1867981720060752663]]","[[2041190194148990489, 3978216184462903323, 2103169775423190308, 4121138694766917581],[7336165725438512257, 8704727089000600339, 2970427538737022034, 6924553534951323810],[3722329353358817024, 8309438270304396435, 2620990030646037329, 8354367676196167672],[8245986490204435086, 2713213899148296131, 30061613883148035, 4842443606850641490]]"
values_21,8,"{5134987748802692206, 6547391603677094034, 8080699689046221886, 254424587094711133, 7525950143073235623, 3694634385640584005, 5667734810547047014, 5631760811648211041","[[5878815531933372191, 9083850955226897942, 209330892405383360, 302911627856210536, 8206439712994543617, 3784953708520159930, 8016714859185173461, 1570389798484078470],[7928111253154253784, 3979672862101188843, 4644314919713561029, 8413105706713325076, 3420701462709423814, 1231797407236389265, 5547574985874208419, 4330098912080299555],[77957598172637611, 4607743389872254554, 8775106161204677533, 8410442438675785136, 6113303211776317295, 7456608569383754815, 2687234058834497319, 3735932020253711933],[2271050242062721222, 4141458682135457811, 7793747584329324203, 444629745755155918, 9077169552450517984, 3155606700712725836, 1450661082001135647, 7674839020507106690],[6141577262538970682, 1637171264684040306, 3213507252292713459, 6815084890867603335, 6048856672942209355, 6667561991441247834, 4717860137965472538, 7493406306423612835],[6296200803471496852, 5237313440056681028, 7744370274562281140, 332339996465836774, 1085656331052532528, 2449249101374087270, 4722042698551843258, 2643747792332430466],[4635446507082039115, 781214145988645759, 4894043001025833476, 9190858552943606528, 496966167107601819, 305608540288398383, 6475360569217147953, 4562837449470119188],[3304921516008186250, 2080400719874936551, 9075591057651416896, 6068402400798586689, 5412194055305790914, 8613722350720560001, 7686404211916690899, 1698308204739161387]]","[[2242010722161867966, 9113306432541706163, 1806100396299856161, 928602901165088580, 8108025661225584919, 6537286167664583527, 7511061707318738101, 5579044655688335354],[6683591309251833844, 7514679858019715648, 5577612043074515252, 2797615105924432917, 879648899080958961, 6105388702782015228, 6753441944409839823, 5865674930342897915],[5029417502403043846, 8212698853862126019, 2336404351283994570, 8324498371996315512, 7028226153882123192, 3028460698081279178, 1300693451794395729, 6727058850164068938],[6923486440160290146, 7158296709254417059, 638562836358624210, 2380723153949510332, 6364446127799230163, 7812546329204750003, 8889862488941927823, 7749343398549815460],[4387485457773961247, 6451271103553451512, 5705711607993298527, 2846133977313471736, 3482721528127758084, 7842529482259757544, 7196098313929774291, 8150205934889870680],[3567474122225886337, 262674269660945080, 7722254777690203085, 7227507041269755027, 88059207188148385, 6740247370860928259, 579540223103503995, 2890397895478223713],[691248948738643098, 66822664029281139, 4648759981047239858, 7600067639771269460, 7438814777727860925, 6667005227906357092, 5977949626954530611, 8410855468423179300],[4294549201387320358, 3836971206658863178, 310329508267070229, 437685929051138058, 4158988735254393326, 3859624056138480853, 8494452587551182969, 1081874212357348885]]"
values_95,9,"{7783280278924242074, 7992065566144745750, 4197087376605210001, 7181247368888454272, 6102472827204571721, 4566635494135267907, 3838205671835226287, 343289427299653741, 853940728857700390","[[4497372863648121860, 6971137525277629218, 4731184727296799214, 8060673104198610318, 1067028925387467495, 3861817611575041797, 3693077429867914227, 5183841398706409403, 7571837562852762938],[3150204256310395377, 1382216690955478784, 7328901851602965016, 8547175665066969669, 1321320143076223364, 8501389178981509268, 3963026117251269530, 8601598250933886798, 5716375828082014375],[7538510264204766578, 7000126333742352138, 5683184144001753573, 1406564002518375388, 7508954378059696512, 4265364244500027321, 8582480357263345301, 7931479796635030032, 5476927527729073494],[135243209753224088, 7748102649797783173, 4579383299817962476, 7403898880451291004, 5785251068315358923, 3643987202995478909, 8295888400771192243, 3098853462512494669, 559481966713350544],[7442390840428286140, 6990936272935939791, 9036290085375998854, 4072114959200103939, 6561808252255678187, 3067065758467645071, 1797121746608869348, 2666086118937662947, 3151870312636925572],[79900425732484244, 4113242993414571903, 4946731842932632254, 3866354610498663297, 6527957657575407884, 8821374183540329037, 6319434771678865721, 5333291860272161647, 1519655717734871814],[5822202655091158081, 7194170544009102735, 1486964118208874519, 1291512616198199165, 7862752802849700670, 8385482764468751430, 2757050777843123094, 2315617402125030599, 6125749604427808253],[6715468371370546967, 812748551742065294, 558074231525342936, 7966215068525756008, 8890489488466885592, 1384843326547249689, 5299428251203793731, 8917773446874760123, 8158706037746753055],[9008603475539378346, 1068020350921301866, 7349016411167043447, 7116586680016259152, 270977796553528489, 4143943244735854485, 6840150893736773294, 7850169067129227131, 6390921659420800027]]","[[9128940921468905162, 7512205946346407632, 7814577671061366139, 5893152945571934338, 5687722808571161903, 8880113864084543958, 82270235820924636, 1338331196245222799, 1703875896858738859],[8963151012930618075, 4818768680579717010, 8046835427525986281, 1063397625781157303, 2036435679892759549, 8320140965988787496, 2963087079274355081, 2681217594008361685, 229875050951202110],[1876840694275550217, 3870290129479517011, 4125982275644209772, 3106987852080509329, 88945717714869758, 5968422464374152035, 1154527867260497052, 2667717262433730977, 4859679365871658231],[1797060105932162310, 5345897996675515169, 8369276751343831295, 287113583371518585, 2993357672573132782, 3345931566598170170, 5035281216842066217, 3409221147154479967, 2262761318378139708],[3309729728367894116, 1237252084999448804, 5686241497574633075, 8983543674984118428, 6708948225218351422, 4207019257673374586, 8140470250849150099, 9000740212773999943, 5681855759299190786],[7565795161066535812, 2422156783502123424, 2289909692189095981, 2505612329512894289, 132577149698905013, 354896271631321938, 3015322888524729823, 310226149105848721, 8716318294657127632],[9109202217480706861, 8067222652730241172, 4423139587184228154, 1604443804674655650, 3745575409680359094, 8029886869115118157, 570478237558381322, 4274365299195477629, 4078346653504904696],[579441858981080694, 5285676771881404277, 6215283634578448356, 5186269488291676666, 4160536770899196489, 7168808422132271376, 4754505303273117236, 1258719018818183039, 4341699234261449855],[6156032020205087771, 6902014372442481424, 2482779343118729534, 95939327659851017, 2436722509602577150, 7554250292714613620, 6531516210329530812, 3288312985516139828, 1410291486554199318]]"
values_84,3,"{734553233778815521, 7410537626229866977, 134873116742705455","[[662120646257046730, 4534012962859318717, 1834260011628869671],[6604603215826049049, 7915135573109239624, 1500926748782118343],[4792942077994953099, 8271894249266414833, 8620700620676288271]]","[[402286175798008292, 1102114508828392690, 8747193821475932103],[9007890824502706181, 7352636934128704828, 2181187744542048937],[7422996139969084863, 5543352897399185071, 3447552224659345278]]"
values_58,2,"{3114553909057796827, 1070550702274384926","[[4770778976664964351, 529853713512869846],[1071467269443239039, 2064190625775923120]]","[[785862298606576481, 9035001808338364546],[707050511871518652, 4357826444208621554]]"
values_64,4,"{2118492032744695937, 313366482228741540, 3643592699843624201, 7750808130287135931","[[3969656524032307704, 725161501790894344, 3039003800750789270, 7140027849924138067],[7779301780381640876, 7275824018407348837, 1189825098496198102, 5051830210920534781],[5339629564286941475, 4366948894946606084, 6306227296444863334, 3489299231749828157],[1761355209717655222, 1850375695942942256, 8944307448484477324, 4134953449374936286]]","[[8932520156137081657, 4268226866261438719, 4148016929594315808, 7250971701536880401],[3760933775456628714, 2552560935779770676, 7371448769012528975, 8033095333448714458],[1672743984192373854, 2231096618743686625, 4308537563822588831, 6649062057839453107],[4012540911820346213, 2897970569668027676, 7211872495779976800, 7059681207005973169]]"
values_83,2,"{3565888579395820146, 2947401486414885756","[[7247996563672764786, 637880974608809548],[1063319041067364309, 711426551147631972]]","[[6115492978932087756, 5986518019733890026],[7418485879321048646, 6340268445858151182]]"
values_94,4,"{2931123822152426055, 7541093784573673437, 1466978827907229638, 5727989046639579976","[[426928072144606621, 8450891024613609111, 800396432673255143, 1257773511628242498],[7987701088637808259, 8187225245611795984, 1860335937169464218, 1044413329239986393],[890627672760193232, 6734628021181486210, 9220198659608236052, 8119303024433772700],[5009064142728523075, 1540080422686317028, 5619039608036254452, 9214160490092819059]]","[[2520165207914084732, 680192838114682543, 2959595452510625559, 3590737632205382219],[7265971787285906461, 5635302946456887997, 6061475395628363926, 9048256957138933868],[6329804475283183113, 2267404366663645658, 3364139363457544044, 7916671120699800628],[2696933290376252097, 8756210370880705608, 6168240720971642119, 112046345588717904]]"
values_0,3,"{7560214884535753942, 8076737467339185106, 1792362354490580476","[[2057426658960717218, 5723224583704399460, 5436764831237260723],[506633558813403092, 8684661897374325929, 5164804443252060325],[145953986941507561, 3563223737612581200, 7858897766166638905]]","[[7291038124543123390, 9219636960965538235, 669006700091636073],[6775494600439656137, 540693493146522060, 4663174533944463881],[6486647896095361384, 2673401249163754253, 1149700384794166259]]"
values_99,4,"{1705184383213946256, 2009341469131026015, 9060361186336130446, 1308566708274068003","[[3579558427674203270, 8526862277644503964, 3642826435104902347, 722989125275843998],[937901607627782357, 6396630741831673874, 1425644302243327275, 5152393798884345876],[7559998247709349098, 3691742846765211778, 4713623622709837577, 4828581181755153002],[8088409199366804287, 4878224426113059766, 1488210604854289469, 7748826512349357644]]","[[5973361792323438749, 4706638360473885149, 5742741410410673346, 2999664840963301505],[9113566781999982734, 1476590576726668808, 8432817107030378557, 1082641984938378347],[8132993295827754080, 232046559238251331, 6256191840299830067, 6759767424820494966],[6750648988970575553, 2993937108016953660, 2227011104348726091, 8071180669291164045]]"
values_96,8,"{5175603797345390540, 2012646346378541347, 1874002314894413371, 7427141892950126994, 8890133626770559252, 1536200734811549670, 6529854081646963050, 5153155636573544078","[[8205065285399649556, 3896659855632107015, 5199832191235792028, 4774478290394181466, 2510968221060044724, 4244965717547598922, 1646832825615423793, 1491976730584448237],[8442028033971876124, 3890237294168754286, 198726891571183761, 5411733787957148048, 6143742633159341091, 8480594496448326917, 8807654870713490047, 3925576038993523961],[2968904323900383466, 538098236371482886, 4295554419832065817, 2060756457191518547, 6650541009114687615, 1498589920027877190, 2284531566584009427, 7598490578648532048],[1869599564870382528, 5387496881299190918, 6427275759581203854, 2779054108263826269, 284163208561947671, 9027026535783223916, 6968028959211055118, 3263882260314636289],[5557223954586046238, 9056228853981304993, 494593794882810601, 1199478248200182458, 3493478525914528927, 720895109659568766, 7372054775227072683, 3486128974126097123],[8108692135309332636, 128603493147353258, 7825384484833834775, 8891235139845107811, 3515800398271207578, 2312941144897232186, 7072545661203287626, 2850635554259874534],[7500411990335135239, 1316736899175087469, 7004255536046331279, 125692591142083378, 2857135974256897983, 3874075861802855580, 102421962144760807, 8786664163052565055],[1157407499659802582, 6340214014480697725, 1605093074695454250, 8419757438531534022, 6943786472392030866, 8468533140316794480, 6392370627152700557, 3800608840176428484]]","[[7359641931384660886, 1546017689798823392, 327180202443348189, 2816317510266638853, 2388393441299424763, 806338939378504966, 4788141299618883911, 2096902771379003342],[7897866001766231043, 4621536642387550872, 2593690684862055449, 905047171425790258, 6935912638577397234, 3986226410916927467, 336734458911467098, 3288951137260112737],[8889033210531783621, 7892108738820995560, 4965937448180655771, 4870198656270188668, 9183190896467740548, 3173961593325061722, 7940901164309043188, 6495586175085020921],[6379694104301508333, 6778109834266490109, 8703004021696618802, 3023483372488273111, 8642890085179500574, 1484206014563719396, 8822088060898518713, 7557415700746184197],[2704589276442557252, 2437367940957605681, 8790606653564848207, 4831280217110257150, 8672485044665835197, 4447076226102151116, 8321982940349195675, 7402215938901879554],[6463721905380274827, 5148930619121168928, 7948922836001649141, 7116422316166725112, 7183844277911618611, 6418894038535373570, 5432542114090931252, 6411066545312477579],[8679800280427100438, 3249182269978353, 4422523994885186386, 146176016997201022, 705538274229672211, 4910571092857727019, 8875970243702962416, 8603585866504131948],[6352101665272138866, 9109459778823831667, 3970682690655552979, 526853144976576144, 6099157232392020346, 4002339429316731931, 3123324156383500853, 2461083833087561937]]"
values_67,4,"{8552673974774075906, 5170666672495602997, 8121833853827662513, 8080447142573850108","[[3108488383747496891, 1484639214899943378, 8686827758350004921, 8479160222593154750],[934981359085589065, 1803603465210275275, 3757883494645052356, 3445010303696970696],[3925652710927122935, 2531479409393725960, 8880835608635214828, 6651776044817679533],[8565429055157947498, 82149832902354483, 7389043838190570543, 3493661360098687536]]","[[2456520183899824848, 4180201513521035737, 652877088231521198, 4488709520634644024],[2636345316433010464, 2829594245789221616, 4058856568133236095, 5343694629491502602],[7943362604939136185, 5835559022755368286, 2068475561972375716, 5088330774943530673],[684091796260663257, 3781019786206986108, 1673064562264265471, 6037631681093371585]]"
values_61,9,"{2776499345455931819, 6594040169070447923, 350042934049194310, 667434037103059163, 2120121231357657915, 1377385997705223287, 8631826524931205043, 7593727625776804784, 5520838560789272821","[[3998134052047517972, 4222038141940973218, 8221848967397366902, 3302590208903636402, 4230478191712074927, 7069401045627689161, 7139914431182727539, 1391458969027785958, 2088592610525121717],[1997197723568990181, 8550720750133597314, 6749061244259456603, 4149911560780669432, 6233258963571081980, 1409298917743959100, 4070084308877778007, 1689827215543238586, 2640080346737222252],[5367225616824488570, 7906505783895229599, 7491321415789813683, 3819962100035674499, 1635494432757728331, 3108068801072899205, 610006620787100506, 5502973672750313321, 783282832489161343],[5836706051553521700, 8087547297366091059, 8290103224424936261, 853644514782870716, 7146548247436280362, 830211339333047064, 2615188102801042103, 1605860222011085600, 8137650360990176819],[1823771284154512072, 7960853392619184102, 2584799752871833633, 3788122886929385972, 4650803300757434385, 6897284905663246909, 3135888770662200219, 3049797672065100498, 4907910158630681048],[4706231115695599308, 2971299355842159453, 7872152223046134920, 2364526039227999735, 7136690517747471740, 9056346535378710917, 1645889171261625315, 3819487942833824381, 1016180708978095366],[1455251619522177686, 6216884633069854478, 3602930513719668114, 1673051348939803758, 1944462488672917204, 1792733828880035736, 3739544399497196028, 4800568394040313127, 4879274378915360371],[3365425218640090462, 391171860677093655, 3798765479030373359, 8744962912686606523, 753358431959927698, 6224551036502766927, 756393409361438423, 1649534125106764327, 5453195083110986538],[520230328014692932, 4599141044722806648, 2897991706571547516, 5113546949102906035, 6082421769050904672, 6847740072094845025, 3589730579529300951, 5202034908637765817, 6044888845949879131]]","[[1930576012139080813, 4240317053458185161, 5275021514343404063, 703541493222415980, 5232485979023351769, 7345100382667361788, 3519191994385962561, 4934197760472338200, 5119269407804797167],[3111617456032944271, 4665744342647585065, 8730879280158347352, 621788342265062243, 1468897268736270659, 4255412648381570656, 8397218697656679066, 6421568830877645702, 6319202507305747466],[8746020444727062008, 6365819303490785511, 4629784991380576264, 2588866079591819670, 3816329981012455271, 7432365346932158118, 1734302563690291375, 7945917734720947293, 494955577302734743],[513957444927999179, 3484020696092865452, 4663375343591433868, 8060044045890150439, 867147202988116531, 3079263873617503137, 6791371477689232450, 2097864213552198457, 6286608963240212469],[637244869836939905, 7139953977781977962, 547357977723903197, 1269525189465944694, 2352711301577240450, 5292198846243158366, 1938380060859041161, 8868734972309704219, 4732854529687566768],[8418937588710309687, 8551842818272269659, 3824309594154668970, 197625474264367441, 1063195298099169069, 6793799828859967838, 4180265184498591705, 8366924498148158920, 8666852848367742258],[644824300604753706, 5659549719386043116, 2123479907310131273, 1746080775011452628, 4128407088082889100, 8914974966332547625, 5011783654496346868, 2796482793341770588, 8794836309396659947],[4978615104715418857, 3562731305688014364, 7770346481406320711, 7274321250023672565, 665043919146632860, 487622957988020023, 7520223670289517778, 5994308827373960488, 5823355193539748512],[2369393833100015812, 7297903981520016270, 4769544153841945042, 9209653669572712280, 6300173075139845825, 5804537833917225750, 983770469805825624, 7555191805908769479, 1577072568791923088]]"
values_43,7,"{242647354534046725, 1145636958563579325, 5411857998242851299, 1115836810156735727, 5144562182195528930, 9011392289016091787, 3231322502058771609","[[5647518296688013398, 4373182112153178189, 8685155653801902293, 8056830075422762997, 2542449664147829721, 5131088000459488350, 5353052651969023620],[5799802952455459165, 5055541632530792011, 6959152464999008535, 3103973271381194115, 4862023237525179411, 5508461507112915133, 5957486155304105011],[3798613074019079266, 5031275759044444475, 8456620122660822355, 4177458184455711599, 946715969240935069, 8234953483163715932, 6322528122865703084],[6246305302685286910, 7732095023190582907, 6960435770393191872, 8857297898725605530, 8920799525850632021, 270613749569949649, 7569098585947948896],[5935453050490143349, 3797361496772981828, 4456009342745618715, 6712638658314544889, 9151299336752066177, 1073526081161769003, 3580805729783229515],[6604635461455136538, 3666877529222460886, 803634831579946904, 8688946455394692672, 6557050602268305495, 6281171016467408221, 9095211065025735921],[8309815155309175759, 5138704084759504924, 6046034820868151970, 3778155334192994683, 4848880169139801426, 5645929964021338316, 7609044837522512179]]","[[1046122591588934463, 2352286105777417582, 4397663563482825037, 2381160348018271630, 1000805243184468905, 5931214371915906307, 5929048152467609983],[3303308843617765777, 4396681613619469526, 2440624839320508315, 3256868888541204211, 3607663973274831898, 3428934409207618442, 938038373345129238],[2471644761229717801, 6478583187302116073, 6298750751088056854, 5137080941990761424, 3630774452324430572, 3822244057125474337, 9209777706676660286],[7196727537556296717, 700213338987656144, 9032379244029293077, 8197005252061329776, 6280974466739470722, 6341051064082823176, 5901315848044074435],[1124926001367845793, 4740840634799428024, 3889054654196087659, 1241869025932287570, 7176013445191440, 2498737145368405073, 104968724933719101],[9135930636991007158, 4034266391325984730, 6687414716201896946, 6156592941164690898, 7682730709089989585, 8478084953477854338, 2278255717351644695],[8482742474628981939, 8515353924890340474, 661852016442350572, 2172450916589522552, 1768737651077350369, 5395512001689108670, 3815897183618375211]]"
values_2,7,"{5562629404717305135, 2320380037916791233, 256358066186541775, 4878079165904535447, 7633876925981168419, 2979451617127516269, 3217719350319135858","[[7951694048540424093, 1709152498149494139, 6301216038786442400, 6168021566553307458, 4078902392708269812, 7115458397352981864, 3420085662780923567],[775104989677886350, 6409149212097278453, 6289260995995559787, 8836022785723853914, 957095912899333051, 3070682666083541562, 3222276637255879495],[6210797922224336795, 7551515308055632579, 4853345649202306549, 2602940442887625424, 6106465134759337100, 1357340110560307803, 3832842857377643520],[6286237201916168948, 2110038692870267186, 1727425290148126589, 6709720827828035185, 6147971128895861050, 7991633858568196624, 8862358168606887986],[4268244250593380222, 4198407500188798569, 6456503876935365050, 4439443508006104975, 6879585149256466895, 747231035222594330, 45915214527433783],[4218061017410164325, 1855118594942852269, 3158722372126205233, 2896523949702185836, 4852930254641706134, 1824745841675515457, 5999716586889743867],[8561906067611023580, 2379495930981023546, 8143394067937103240, 109092466773776310, 7482994482489134452, 7049966749832743686, 233745366319848765]]","[[4610291354124493129, 8899695872061703714, 3675680326721953191, 8102375056386021290, 4234702293955623931, 7470075723348825741, 6305037833549110298],[5497755502270878718, 6076888336947299796, 6080424032162422348, 6439774960450661864, 549322842584227361, 4961738906733853891, 965250589028181087],[2087331719071895982, 4836908717778963848, 2539906086100476338, 2742316441876067417, 1427925631327035972, 4547392544759019530, 1600110256956026226],[1411193782402759494, 6925461854656608041, 6168146613861668301, 3547511309500475405, 6607365121621394960, 3300725342416985473, 4724914213284044139],[776579716383673649, 4520824007107073319, 9140031426273751587, 6057900838503310781, 8577053684434764109, 6847664465597652578, 4964502759949009248],[2059547491565957028, 4302917027229620279, 3894386436322885285, 6932590140764374509, 8612390024061733483, 2552107241395911659, 2437814192339225432],[8824956495794397234, 8136723930754149984, 3092808286889838646, 5215007720353337071, 6512307586218020458, 4438116780637584615, 3116013807680329881]]"
values_54,9,"{4317047189892075483, 944139182626577839, 4600775445199877165, 6303760637645355233, 1166360658781029007, 4248349096217986925, 4005266339363936471, 8520827474940559044, 6929755271654936580","[[5218062612078688, 3603930832444569723, 3033919649934406048, 9197129558692999281, 3308557710317231463, 3338442755496571914, 5878779039223123367, 7172161200181687780, 6414223532160042416],[3610877200269252195, 8737637943886533027, 860084699419906664, 4382882088408115289, 7300611535579068875, 3920219706655785236, 2857238516955979889, 6901170632258421500, 1540013701891786476],[2315855654153285738, 6957501531109744360, 7087727467516866625, 7172784421745899481, 8647076753538609612, 6005930999532438662, 3685931090585482648, 9220157187550277053, 3316723442883962562],[2297420809287517026, 153224981855984465, 8010158987555943853, 7227783142864055639, 7204187924970942541, 7309048080913689086, 5074285055114139206, 1653852499707625286, 3241651733870455720],[6018806791705879440, 8891326033018886820, 6439781869625185412, 5185823464383995436, 8097616264612407053, 6278102719013702062, 1122524822398751811, 6578493023029668130, 427038643201059144],[3269945632510853030, 1153708563357791186, 8959585450222046946, 2696367332846584803, 2785102663736320951, 5181758869611459657, 7015542946268987301, 2131939459495945029, 4062639027079695830],[5048592288654274275, 1895985648292923041, 8340203359714233531, 1235211741604929389, 1220977991279745356, 290233547146725513, 2561008076349621220, 2452661802262862196, 961716385665882901],[277232988017955136, 3841864162229020171, 6640431948594617053, 8543170695169283982, 6356055549603595128, 9203590973566059797, 3825845020393455246, 2054742143454036250, 1583286973453036197],[200925314327139239, 136527697001597338, 2003821241357560553, 5981109718818715181, 859982191631055485, 4398452330392675589, 3622707818429794293, 488370430992973445, 4793239773856444225]]","[[139130463751055711, 6075135129724131217, 1297277590137827797, 4096137618402014321, 8435082490011692188, 235228308828497788, 4902518961818481644, 6487009072646480364, 9199282762004657465],[7148224512329217611, 7784558533076843169, 938452919875225570, 4009789962069422829, 7307323848364025130, 6403666769610942839, 971371676578938467, 6616992716850834638, 260089308132507388],[4202006250104404410, 1996371306036954484, 3850640141428057842, 5603146877188314642, 6389904795310027256, 725005020625511374, 6793406611803083790, 1404902119967918276, 5130007893240970250],[1791114024487661088, 8516828366424045551, 2001102662774108054, 4013778005263457056, 631294081622973098, 3106100061458538636, 521037322829050397, 1004287709614204387, 2748604352520017372],[8312113496681306684, 4764068821260327476, 2833199559019237515, 6188948424428808940, 6447595665671088763, 2808317950764013216, 2409512427510504292, 255842649684979892, 5693803296156986896],[1090605283562534108, 317405364681895564, 5802794224874525803, 5216576768731499373, 2811933626169732174, 7471546190815297117, 4114127088507761605, 2962726620500807504, 1507553656939503683],[5000376879791726795, 7947940256195421128, 446749593140655605, 6920722189525530501, 6138838054571151781, 2116199512620136118, 9011348353416202430, 6522352617934355131, 2231751333726170759],[3195364285229584083, 8967106240564532127, 4085174249783392882, 5172051665844215455, 3765787429445739568, 5688796250907504333, 3708070344524985205, 1260443928623594038, 7515952371265442700],[9204865243772870217, 7591754401555387870, 7786440812874456813, 5416892314124802197, 8702523029216587142, 3284603104757734703, 8154312049829952933, 8977932692956433469, 6998839071971614595]]"
values_30,5,"{5861945583956771560, 2857854568762146266, 1442492897081218417, 6051586908961470608, 171051907444605806","[[2017484029649781126, 3818731275423097672, 2602700617532115462, 2177251670014233519, 5237543116608108559],[844107643014183404, 8526945898295891587, 9128399542421667024, 1018563947863684424, 7902907647721320283],[116592107212189388, 8957111108182560469, 8766632042651964336, 8810526343304522113, 1300864800022850156],[8085274968185702478, 4275618127849108679, 2968137931500831277, 8493489971345454797, 7451752463167264791],[3845015671361524250, 6331868938502134451, 3078885602238435490, 824603296594657610, 3654570394217665154]]","[[2421312792241406619, 3023988679408647059, 274102590929664435, 8953236153693750358, 1533539300058408926],[4723165341807668948, 7806336866912029664, 8362244515675867592, 107486054730363238, 4280005673497538127],[7196720105466733762, 6720740168034768582, 3810029121197379726, 411214909032599432, 527114281919442192],[6573216709203495031, 5260158706557892582, 2442304120627885181, 8275136057479019131, 8432031402601131014],[2002884409083747808, 9144326803615502722, 5416892490149521996, 6425207556798948402, 2167162048264812860]]"
values_59,4,"{1858333869491062833, 2153581400167057603, 5252913295181696330, 125923208974598158","[[8914579228491926447, 5888746030707318122, 5575542349528012031, 5441344095666271955],[8131744900381952067, 5158918581251976409, 2170279929489809616, 4753459792059440009],[5755294043028957611, 7240561198219317863, 4330190631266202348, 1455368946721870198],[113999212291972493, 4533207908926890797, 1424710991960021375, 4848785251499304836]]","[[6975137913948162671, 8546234073211442384, 8583931770342803582, 1820886094877138866],[230133095766487843, 3017737688851000120, 3033942127256416193, 1726312811771205433],[1253584837596592968, 6358277196666719579, 519754152977688776, 2648099744033127720],[1804219689224687454, 2062576858482053863, 6830812886173047473, 7515213995684935184]]"
